interfaceName,switchId,interfaceType,mode,networkOSType,adminState,allowedVlans,bpduFilter,bpduGuard,cdp,copyDescription,duplexMode,lacpPortPriority,lacpRate,lacpSuspend,lacpVpcConvergence,linkType,mirrorConfig,mtu,negotiateAuto,netflow,peer1MemberPorts,peer1PortChannelConfiguration,peer1PortChannelDescription,peer1PortChannelId,peer2MemberPorts,peer2PortChannelConfiguration,peer2PortChannelDescription,peer2PortChannelId,peerSwitchId,pfc,policyType,portChannelMode,portTypeEdgeTrunk,ptp,qos,speed,stormControl,stormControlAction,vlanMapping
vPC201,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/1""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d002-m3-02-2-bond0,201,"[""eth1/1""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d002-m3-02-2-bond0,201,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,,FALSE
vPC202,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/2""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d002-m3-02-2-bond1,202,"[""eth1/2""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d002-m3-02-2-bond1,202,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC203,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/3""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d008-m3-02-4-bond0,203,"[""eth1/3""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d008-m3-02-4-bond0,203,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC204,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/4""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d008-m3-02-4-bond1,204,"[""eth1/4""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d008-m3-02-4-bond1,204,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC205,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/5""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0106bprhoso01d014-m3-02-6-bond0,205,"[""eth1/5""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0106bprhoso01d014-m3-02-6-bond0,205,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC206,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/6""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0106bprhoso01d014-m3-02-6-bond1,206,"[""eth1/6""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0106bprhoso01d014-m3-02-6-bond1,206,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC207,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/7""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0101bprhoso01d020-m3-02-8-bond0,207,"[""eth1/7""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0101bprhoso01d020-m3-02-8-bond0,207,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC208,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/8""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0101bprhoso01d020-m3-02-8-bond1,208,"[""eth1/8""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0101bprhoso01d020-m3-02-8-bond1,208,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC209,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/9""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0102bprhoso01d026-m3-02-10-bond0,209,"[""eth1/9""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0102bprhoso01d026-m3-02-10-bond0,209,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC210,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/10""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0102bprhoso01d026-m3-02-10-bond1,210,"[""eth1/10""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0102bprhoso01d026-m3-02-10-bond1,210,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC211,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/11""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0103bprhoso01d032-m3-02-12-bond0,211,"[""eth1/11""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0103bprhoso01d032-m3-02-12-bond0,211,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC212,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/12""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0103bprhoso01d032-m3-02-12-bond1,212,"[""eth1/12""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0103bprhoso01d032-m3-02-12-bond1,212,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC213,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/13""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d038-m3-02-14-bond0,213,"[""eth1/13""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d038-m3-02-14-bond0,213,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC214,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/14""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d038-m3-02-14-bond1,214,"[""eth1/14""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d038-m3-02-14-bond1,214,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC215,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/15""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d044-m3-02-16-bond0,215,"[""eth1/15""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d044-m3-02-16-bond0,215,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC216,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/16""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d044-m3-02-16-bond1,216,"[""eth1/16""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d044-m3-02-16-bond1,216,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC217,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/17""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0106bprhoso01d050-m3-02-18-bond0,217,"[""eth1/17""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0106bprhoso01d050-m3-02-18-bond0,217,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC218,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/18""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0106bprhoso01d050-m3-02-18-bond1,218,"[""eth1/18""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0106bprhoso01d050-m3-02-18-bond1,218,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC219,FLM300309CZ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,fast,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/19-20""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0102bplcmm002-m3-02-20-bond0,219,"[""eth1/19-20""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0102bplcmm002-m3-02-20-bond0,219,FLM30050K9E,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC201,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/1""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0101bprhoso01d003-m3-03-2-bond0,201,"[""eth1/1""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0101bprhoso01d003-m3-03-2-bond0,201,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC202,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/2""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0101bprhoso01d003-m3-03-2-bond1,202,"[""eth1/2""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0101bprhoso01d003-m3-03-2-bond1,202,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC203,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/3""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0102bprhoso01d009-m3-03-4-bond0,203,"[""eth1/3""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0102bprhoso01d009-m3-03-4-bond0,203,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC204,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/4""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0102bprhoso01d009-m3-03-4-bond1,204,"[""eth1/4""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0102bprhoso01d009-m3-03-4-bond1,204,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC205,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/5""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0103bprhoso01d015-m3-03-6-bond0,205,"[""eth1/5""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0103bprhoso01d015-m3-03-6-bond0,205,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC206,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/6""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0103bprhoso01d015-m3-03-6-bond1,206,"[""eth1/6""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0103bprhoso01d015-m3-03-6-bond1,206,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC207,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/7""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d021-m3-03-8-bond0,207,"[""eth1/7""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d021-m3-03-8-bond0,207,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC208,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/8""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d021-m3-03-8-bond1,208,"[""eth1/8""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d021-m3-03-8-bond1,208,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC209,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/9""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d027-m3-03-10-bond0,209,"[""eth1/9""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d027-m3-03-10-bond0,209,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC210,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/10""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d027-m3-03-10-bond1,210,"[""eth1/10""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d027-m3-03-10-bond1,210,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC211,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/11""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0106bprhoso01d033-m3-03-12-bond0,211,"[""eth1/11""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0106bprhoso01d033-m3-03-12-bond0,211,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC212,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/12""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0106bprhoso01d033-m3-03-12-bond1,212,"[""eth1/12""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0106bprhoso01d033-m3-03-12-bond1,212,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC213,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/13""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0101bprhoso01d039-m3-03-14-bond0,213,"[""eth1/13""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0101bprhoso01d039-m3-03-14-bond0,213,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC214,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/14""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0101bprhoso01d039-m3-03-14-bond1,214,"[""eth1/14""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0101bprhoso01d039-m3-03-14-bond1,214,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC215,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/15""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0102bprhoso01d045-m3-03-16-bond0,215,"[""eth1/15""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0102bprhoso01d045-m3-03-16-bond0,215,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC216,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/16""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0102bprhoso01d045-m3-03-16-bond1,216,"[""eth1/16""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0102bprhoso01d045-m3-03-16-bond1,216,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC217,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/17""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0103bprhoso01d051-m3-03-18-bond0,217,"[""eth1/17""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0103bprhoso01d051-m3-03-18-bond0,217,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC218,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/18""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0103bprhoso01d051-m3-03-18-bond1,218,"[""eth1/18""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0103bprhoso01d051-m3-03-18-bond1,218,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC219,FLM30054DXJ,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,fast,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/19-20""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0103bplcmm003-m3-02-20-bond0,219,"[""eth1/19-20""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0103bplcmm003-m3-02-20-bond0,219,FLM30050KEN,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,,FALSE
vPC201,FLM300309AW,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/1""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d004-m3-04-2-bond0,201,"[""eth1/1""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d004-m3-04-2-bond0,201,FLM30023EBK,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC202,FLM300309AW,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/2""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d004-m3-04-2-bond1,202,"[""eth1/2""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0104bprhoso01d004-m3-04-2-bond1,202,FLM30023EBK,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC203,FLM300309AW,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/3""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d010-m3-04-4-bond0,203,"[""eth1/3""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d010-m3-04-4-bond0,203,FLM30023EBK,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
vPC204,FLM300309AW,vpc,trunk,nx-os,TRUE,none,default,enable,TRUE,FALSE,auto,32768,normal,FALSE,FALSE,auto,FALSE,jumbo,TRUE,FALSE,"[""eth1/4""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d010-m3-04-4-bond1,204,"[""eth1/4""]","no lacp suspend-individual
storm-control broadcast level 10.00
storm-control multicast level 10.00
storm-control unicast level 10.00",to_sc0105bprhoso01d010-m3-04-4-bond1,204,FLM30023EBK,FALSE,trunkVpcHost,active,TRUE,FALSE,FALSE,auto,FALSE,default,FALSE
